frame,scale,p1,p2,p3,p4,hooks,gens,机器标注
frame_02_56.0.jpg,1.50,healthy,dying,healthy,healthy,0/0/0/0,5,正常
frame_02_56.5.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,5,正常
frame_02_57.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,5,正常
frame_02_57.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,5,正常
frame_02_58.0.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,5,正常
frame_02_58.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,5,正常
frame_02_59.0.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,5,正常
frame_02_59.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,5,正常
frame_03_00.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,5,正常
frame_03_00.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,5,正常
frame_03_01.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,5,正常
frame_03_01.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,5,正常
frame_03_02.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,5,正常
frame_03_02.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,3,正常
frame_03_03.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,3,正常
frame_03_03.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,3,正常
frame_03_04.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,3,正常
frame_03_04.5.jpg,1.60,unknown,unknown,unknown,unknown,0/0/0/0,3,p1未知; p2未知; p3未知; p4未知
frame_03_05.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,3,正常
frame_03_05.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,3,正常
frame_03_06.0.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,3,p2未知
frame_03_06.5.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,3,p2未知
frame_03_07.0.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,3,p2未知
frame_03_07.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,3,正常
frame_03_08.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,3,正常
frame_03_08.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,3,正常
frame_03_09.0.jpg,1.50,healthy,healthy,injured,injured,0/0/0/0,3,正常
frame_03_09.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,3,正常
frame_03_10.0.jpg,1.50,healthy,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_10.5.jpg,1.50,unknown,unknown,healthy,healthy,0/0/0/0,2,p1未知; p2未知
frame_03_11.0.jpg,1.50,healthy,healthy,healthy,injured,0/0/0/0,2,正常
frame_03_11.5.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_12.0.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_12.5.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_13.0.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_13.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_14.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_14.5.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_15.0.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_15.5.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_16.0.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_16.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_17.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_17.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_18.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_18.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_19.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_19.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_20.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_20.5.jpg,1.60,unknown,unknown,unknown,unknown,0/0/0/0,2,p1未知; p2未知; p3未知; p4未知
frame_03_21.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_21.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_22.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_22.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_23.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_23.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_24.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_24.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_25.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_25.5.jpg,1.50,unknown,unknown,injured,unknown,0/0/0/0,2,p1未知; p2未知; p4未知
frame_03_26.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_26.5.jpg,1.50,unknown,healthy,healthy,healthy,0/0/0/0,2,p1未知
frame_03_27.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_27.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_28.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_28.5.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_29.0.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_29.5.jpg,1.50,healthy,unknown,healthy,healthy,0/0/0/0,2,p2未知
frame_03_30.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_30.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_31.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_31.5.jpg,1.50,unknown,healthy,healthy,healthy,0/0/0/0,2,p1未知
frame_03_32.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_32.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_33.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_33.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_34.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_34.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_35.0.jpg,1.50,unknown,healthy,healthy,healthy,0/0/0/0,2,p1未知
frame_03_35.5.jpg,1.50,healthy,injured,injured,healthy,0/0/0/0,2,正常
frame_03_36.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_36.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_37.0.jpg,1.50,healthy,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_37.5.jpg,1.50,healthy,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_38.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_38.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_39.0.jpg,1.50,healthy,healthy,unknown,unknown,0/0/0/0,2,p3未知; p4未知
frame_03_39.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_40.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_40.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_41.0.jpg,1.50,healthy,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_41.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_42.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_42.5.jpg,1.50,healthy,injured,healthy,unknown,0/0/0/0,2,p4未知
frame_03_43.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_43.5.jpg,1.50,unknown,healthy,healthy,healthy,0/0/0/0,2,p1未知
frame_03_44.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_44.5.jpg,1.50,unknown,healthy,healthy,healthy,0/0/0/0,2,p1未知
frame_03_45.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_45.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_46.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_46.5.jpg,1.50,healthy,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_47.0.jpg,1.50,unknown,injured,healthy,healthy,0/0/0/0,2,p1未知
frame_03_47.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_48.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_48.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_49.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_49.5.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_50.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_50.5.jpg,1.50,healthy,injured,unknown,healthy,0/0/0/0,2,p3未知
frame_03_51.0.jpg,1.50,healthy,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_51.5.jpg,1.50,healthy,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_52.0.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_52.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_53.0.jpg,1.50,injured,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_53.5.jpg,1.50,healthy,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_54.0.jpg,1.50,healthy,injured,injured,healthy,0/0/0/0,2,正常
frame_03_54.5.jpg,1.50,injured,injured,healthy,healthy,0/0/0/0,2,正常
frame_03_55.0.jpg,1.60,unknown,unknown,unknown,unknown,0/0/0/0,2,p1未知; p2未知; p3未知; p4未知
frame_03_55.5.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_56.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_56.5.jpg,1.50,healthy,healthy,healthy,injured,0/0/0/0,2,正常
frame_03_57.0.jpg,1.50,healthy,healthy,healthy,injured,0/0/0/0,2,正常
frame_03_57.5.jpg,1.50,injured,injured,healthy,injured,0/0/0/0,2,正常
frame_03_58.0.jpg,1.50,injured,healthy,injured,healthy,0/0/0/0,2,正常
frame_03_58.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_59.0.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,2,正常
frame_03_59.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_04_00.0.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,2,正常
frame_04_00.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_04_01.0.jpg,1.50,injured,injured,injured,healthy,0/0/0/0,2,正常
frame_04_01.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_04_02.0.jpg,1.50,unknown,unknown,healthy,healthy,0/0/0/0,2,p1未知; p2未知
frame_04_02.5.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_04_03.0.jpg,1.50,healthy,healthy,healthy,healthy,0/0/0/0,2,正常
frame_04_03.5.jpg,1.50,injured,healthy,healthy,healthy,0/0/0/0,2,正常
